"DateTime","Positive","Neutral","Negative","Price"
"2019-07-19 00:00:00",1,2,0,220.26
"2019-07-20 00:00:00",0,2,1,228.01
"2019-07-21 00:00:00",0,1,0,223.56
"2019-07-22 00:00:00",0,3,0,219.935
"2019-07-23 00:00:00",0,3,0,213.825
"2019-07-24 00:00:00",0,0,0,209.73
"2019-07-25 00:00:00",0,1,0,220.655
"2019-07-26 00:00:00",0,1,0,216.935
"2019-07-27 00:00:00",0,1,0,213.335
"2019-07-28 00:00:00",0,0,0,205.615
"2019-07-29 00:00:00",0,1,0,210.73000000000002
"2019-07-30 00:00:00",0,3,0,209.485
"2019-07-31 00:00:00",0,3,0,214.14499999999998
"2019-08-01 00:00:00",1,1,0,215.16
"2019-08-02 00:00:00",0,5,0,218.825
"2019-08-03 00:00:00",0,2,0,220.425
"2019-08-04 00:00:00",0,3,0,220.575
"2019-08-05 00:00:00",0,1,0,229.68
"2019-08-06 00:00:00",0,6,0,231.105
"2019-08-07 00:00:00",0,2,0,225.95
"2019-08-08 00:00:00",0,2,0,220.9
"2019-08-09 00:00:00",0,0,0,214.3
"2019-08-10 00:00:00",0,0,0,207.79
"2019-08-11 00:00:00",0,2,0,211.28
"2019-08-12 00:00:00",0,2,0,213.26999999999998
"2019-08-13 00:00:00",0,3,0,207.365
"2019-08-14 00:00:00",1,1,0,196.035
"2019-08-15 00:00:00",0,0,0,181.745
"2019-08-16 00:00:00",0,6,0,183.43
"2019-08-17 00:00:00",1,1,0,184.55
"2019-08-18 00:00:00",0,1,0,190.8
"2019-08-19 00:00:00",0,6,0,198.35
"2019-08-20 00:00:00",0,0,0,198.915
"2019-08-21 00:00:00",1,3,0,188.72500000000002
"2019-08-22 00:00:00",0,2,1,188.98000000000002
"2019-08-23 00:00:00",1,3,0,192.655
"2019-08-24 00:00:00",0,2,0,190.555
"2019-08-25 00:00:00",0,1,0,188
"2019-08-26 00:00:00",0,2,0,190.045
"2019-08-27 00:00:00",0,2,0,186.895
"2019-08-28 00:00:00",0,1,0,177.18
"2019-08-29 00:00:00",0,5,0,168.85500000000002
"2019-08-30 00:00:00",0,2,0,168.20999999999998
"2019-08-31 00:00:00",0,3,0,170.64
"2019-09-01 00:00:00",1,3,0,171.06
"2019-09-02 00:00:00",0,2,2,176.12
"2019-09-03 00:00:00",0,2,0,178.88
"2019-09-04 00:00:00",0,6,0,177.26
"2019-09-05 00:00:00",0,6,0,172.965
"2019-09-06 00:00:00",0,4,0,172.02499999999998
"2019-09-07 00:00:00",0,2,0,174.89499999999998
"2019-09-08 00:00:00",0,1,0,180.78
"2019-09-09 00:00:00",0,1,0,181.12
"2019-09-10 00:00:00",0,2,0,180.71
"2019-09-11 00:00:00",0,4,0,178.43
"2019-09-12 00:00:00",0,6,0,179.79000000000002
"2019-09-13 00:00:00",0,0,0,179.91
"2019-09-14 00:00:00",0,0,0,184.94
"2019-09-15 00:00:00",0,10,0,188.805
"2019-09-16 00:00:00",0,7,0,194.225
"2019-09-17 00:00:00",0,2,0,205.745
"2019-09-18 00:00:00",0,1,0,212.7
"2019-09-19 00:00:00",0,0,0,213.11
"2019-09-20 00:00:00",0,0,0,217.35000000000002
"2019-09-21 00:00:00",0,0,0,217.57999999999998
"2019-09-22 00:00:00",0,0,0,210.94
"2019-09-23 00:00:00",1,1,0,205.26
"2019-09-24 00:00:00",0,3,0,179.31
"2019-09-25 00:00:00",0,4,0,168.925
"2019-09-26 00:00:00",0,5,0,161.985
"2019-09-27 00:00:00",0,1,0,169.39499999999998
"2019-09-28 00:00:00",0,1,0,172.42000000000002
"2019-09-29 00:00:00",1,3,0,169.935
"2019-09-30 00:00:00",0,1,0,173.405
"2019-10-01 00:00:00",0,10,0,180.05
"2019-10-02 00:00:00",0,1,0,178.075
"2019-10-03 00:00:00",0,1,0,175.765
"2019-10-04 00:00:00",0,3,0,175.45999999999998
"2019-10-05 00:00:00",0,6,0,174.925
"2019-10-06 00:00:00",0,1,0,172.86
"2019-10-07 00:00:00",3,1,0,175.91500000000002
"2019-10-08 00:00:00",1,1,0,181.575
"2019-10-09 00:00:00",1,5,0,187.70499999999998
"2019-10-10 00:00:00",1,8,0,191.265
"2019-10-11 00:00:00",0,7,0,188.595
"2019-10-12 00:00:00",0,3,1,181.45999999999998
"2019-10-13 00:00:00",1,5,0,182.01999999999998
"2019-10-14 00:00:00",0,3,0,184.34
"2019-10-15 00:00:00",0,3,0,183.01
"2019-10-16 00:00:00",0,3,0,176.695
"2019-10-17 00:00:00",0,1,0,176.08499999999998
"2019-10-18 00:00:00",0,1,0,173.16
"2019-10-19 00:00:00",0,2,0,172.85500000000002
"2019-10-20 00:00:00",0,4,0,173.35500000000002
"2019-10-21 00:00:00",0,3,0,175.26
"2019-10-22 00:00:00",1,3,0,173.32
"2019-10-23 00:00:00",0,0,0,162.905
"2019-10-24 00:00:00",0,2,0,161.675
"2019-10-25 00:00:00",0,8,0,174.31
"2019-10-26 00:00:00",0,4,0,186.38
"2019-10-27 00:00:00",0,0,0,183.09
"2019-10-28 00:00:00",0,1,1,185.49
"2019-10-29 00:00:00",2,21,0,187.47
"2019-10-30 00:00:00",5,30,0,186.315
"2019-10-31 00:00:00",2,24,0,181.82
"2019-11-01 00:00:00",10,13,1,181.34
"2019-11-02 00:00:00",7,28,0,184.195
"2019-11-03 00:00:00",3,13,1,182.205
"2019-11-04 00:00:00",4,24,2,185.17000000000002
"2019-11-05 00:00:00",2,22,1,187.45
"2019-11-06 00:00:00",5,39,2,191.32999999999998
"2019-11-07 00:00:00",4,32,0,188.41
"2019-11-08 00:00:00",4,48,1,184.59
"2019-11-09 00:00:00",5,12,0,184.28
"2019-11-10 00:00:00",11,15,0,187.805
"2019-11-11 00:00:00",1,14,2,187.26
"2019-11-12 00:00:00",7,23,0,184.93
"2019-11-13 00:00:00",6,24,1,187.51
"2019-11-14 00:00:00",6,27,2,185.88
"2019-11-15 00:00:00",7,40,0,182.10500000000002
"2019-11-16 00:00:00",8,32,0,181.435
"2019-11-17 00:00:00",7,22,2,183.51
"2019-11-18 00:00:00",6,50,2,179.68
"2019-11-19 00:00:00",33,53,1,175.68
"2019-11-20 00:00:00",21,99,6,175.56
"2019-11-21 00:00:00",50,83,3,166.115
"2019-11-22 00:00:00",21,59,3,150.60000000000002
"2019-11-23 00:00:00",25,66,1,150.75
"2019-11-24 00:00:00",27,68,4,146.35000000000002
"2019-11-25 00:00:00",17,69,1,142.195
"2019-11-26 00:00:00",11,84,6,147.05
"2019-11-27 00:00:00",25,103,40,148.68
"2019-11-28 00:00:00",17,71,1,152.33499999999998
"2019-11-29 00:00:00",19,75,6,154.40499999999997
"2019-11-30 00:00:00",14,39,3,152.98000000000002
"2019-12-01 00:00:00",12,33,16,149.63
"2019-12-02 00:00:00",23,76,3,149.7
"2019-12-03 00:00:00",25,86,17,148.325
"2019-12-04 00:00:00",23,79,29,148.19
"2019-12-05 00:00:00",16,81,13,146.685
"2019-12-06 00:00:00",19,70,1,148.11
"2019-12-07 00:00:00",17,51,4,148.82999999999998
"2019-12-08 00:00:00",26,58,9,149.53
