"DateTime","Positive","Neutral","Negative","Price"
"2019-07-19 00:00:00",0,0,0,0.048135
"2019-07-20 00:00:00",0,0,0,0.0482
"2019-07-21 00:00:00",0,0,0,0.04743
"2019-07-22 00:00:00",0,0,0,0.04559
"2019-07-23 00:00:00",0,0,0,0.04277
"2019-07-24 00:00:00",0,0,0,0.040944999999999995
"2019-07-25 00:00:00",0,0,0,0.041605
"2019-07-26 00:00:00",0,0,0,0.0422
"2019-07-27 00:00:00",0,0,0,0.040285
"2019-07-28 00:00:00",0,0,0,0.041465
"2019-07-29 00:00:00",0,0,0,0.040615
"2019-07-30 00:00:00",0,0,0,0.04095
"2019-07-31 00:00:00",0,0,0,0.04135
"2019-08-01 00:00:00",0,0,0,0.041319999999999996
"2019-08-02 00:00:00",0,0,0,0.04027
"2019-08-03 00:00:00",0,0,0,0.04152
"2019-08-04 00:00:00",0,0,0,0.040389999999999995
"2019-08-05 00:00:00",0,0,0,0.04054
"2019-08-06 00:00:00",0,0,0,0.03807
"2019-08-07 00:00:00",0,0,0,0.040935
"2019-08-08 00:00:00",0,0,0,0.041639999999999996
"2019-08-09 00:00:00",0,0,0,0.042359999999999995
"2019-08-10 00:00:00",0,0,0,0.039075
"2019-08-11 00:00:00",0,0,0,0.0405
"2019-08-12 00:00:00",0,0,0,0.04083
"2019-08-13 00:00:00",0,0,0,0.039005
"2019-08-14 00:00:00",0,0,0,0.036669999999999994
"2019-08-15 00:00:00",0,0,0,0.036595
"2019-08-16 00:00:00",0,0,0,0.035500000000000004
"2019-08-17 00:00:00",0,0,0,0.03484
"2019-08-18 00:00:00",0,0,0,0.036489999999999995
"2019-08-19 00:00:00",0,0,0,0.038065
"2019-08-20 00:00:00",0,0,0,0.035769999999999996
"2019-08-21 00:00:00",0,0,0,0.034115
"2019-08-22 00:00:00",0,0,0,0.034210000000000004
"2019-08-23 00:00:00",0,0,0,0.03528
"2019-08-24 00:00:00",0,0,0,0.036195000000000005
"2019-08-25 00:00:00",0,0,0,0.036864999999999995
"2019-08-26 00:00:00",0,0,0,0.035805000000000003
"2019-08-27 00:00:00",0,0,0,0.035305
"2019-08-28 00:00:00",0,0,0,0.032525
"2019-08-29 00:00:00",0,0,0,0.03098
"2019-08-30 00:00:00",0,0,0,0.031765
"2019-08-31 00:00:00",0,0,0,0.032130000000000006
"2019-09-01 00:00:00",0,0,0,0.03212
"2019-09-02 00:00:00",0,0,0,0.032619999999999996
"2019-09-03 00:00:00",0,0,0,0.032805
"2019-09-04 00:00:00",0,0,0,0.03635
"2019-09-05 00:00:00",0,0,0,0.03554
"2019-09-06 00:00:00",,,,0.03124
"2019-09-07 00:00:00",0,0,0,0.031845
"2019-09-08 00:00:00",0,0,0,0.03217
"2019-09-09 00:00:00",0,0,0,0.032159999999999994
"2019-09-10 00:00:00",0,0,0,0.032350000000000004
"2019-09-11 00:00:00",0,0,0,0.03199
"2019-09-12 00:00:00",0,0,0,0.03179
"2019-09-13 00:00:00",0,0,0,0.03098
"2019-09-14 00:00:00",0,0,0,0.03127
"2019-09-15 00:00:00",0,0,0,0.032165
"2019-09-16 00:00:00",0,0,0,0.03222
"2019-09-17 00:00:00",0,0,0,0.03274
"2019-09-18 00:00:00",0,0,0,0.033299999999999996
"2019-09-19 00:00:00",0,0,0,0.0337
"2019-09-20 00:00:00",0,0,0,0.033670000000000005
"2019-09-21 00:00:00",0,0,0,0.03375
"2019-09-22 00:00:00",0,0,0,0.033225000000000005
"2019-09-23 00:00:00",0,0,0,0.031110000000000002
"2019-09-24 00:00:00",0,0,0,0.0278
"2019-09-25 00:00:00",0,0,0,0.026905
"2019-09-26 00:00:00",0,0,0,0.02701
"2019-09-27 00:00:00",0,0,0,0.027925
"2019-09-28 00:00:00",0,0,0,0.027405
"2019-09-29 00:00:00",0,0,0,0.026575
"2019-09-30 00:00:00",0,0,0,0.02744
"2019-10-01 00:00:00",0,0,0,0.027225
"2019-10-02 00:00:00",0,0,0,0.02786
"2019-10-03 00:00:00",0,0,0,0.028395
"2019-10-04 00:00:00",0,0,0,0.029815
"2019-10-05 00:00:00",0,0,0,0.03023
"2019-10-06 00:00:00",0,0,0,0.028805
"2019-10-07 00:00:00",0,0,0,0.029985
"2019-10-08 00:00:00",0,0,0,0.03207
"2019-10-09 00:00:00",0,0,0,0.032055
"2019-10-10 00:00:00",0,0,0,0.030690000000000002
"2019-10-11 00:00:00",0,0,0,0.029470000000000003
"2019-10-12 00:00:00",0,0,0,0.03229
"2019-10-13 00:00:00",0,0,0,0.032189999999999996
"2019-10-14 00:00:00",0,0,0,0.033085
"2019-10-15 00:00:00",0,0,0,0.031955
"2019-10-16 00:00:00",0,0,0,0.032659999999999995
"2019-10-17 00:00:00",0,0,0,0.03225
"2019-10-18 00:00:00",0,0,0,0.030574999999999998
"2019-10-19 00:00:00",0,0,0,0.02997
"2019-10-20 00:00:00",0,0,0,0.030019999999999998
"2019-10-21 00:00:00",0,0,0,0.02989
"2019-10-22 00:00:00",0,0,0,0.029285
"2019-10-23 00:00:00",0,0,0,0.02685
"2019-10-24 00:00:00",0,0,0,0.026875
"2019-10-25 00:00:00",0,0,0,0.030344999999999997
"2019-10-26 00:00:00",0,0,0,0.031665
"2019-10-27 00:00:00",0,0,0,0.032235
"2019-10-28 00:00:00",0,0,0,0.030940000000000002
"2019-10-29 00:00:00",0,0,0,0.031835
"2019-10-30 00:00:00",0,0,0,0.0308
"2019-10-31 00:00:00",0,0,0,0.031045000000000003
"2019-11-01 00:00:00",0,0,0,0.03241
"2019-11-02 00:00:00",0,0,0,0.03171
"2019-11-03 00:00:00",0,0,0,0.031345
"2019-11-04 00:00:00",0,0,0,0.03189
"2019-11-05 00:00:00",0,0,0,0.03128
"2019-11-06 00:00:00",0,0,0,0.031405
"2019-11-07 00:00:00",0,0,0,0.03131
"2019-11-08 00:00:00",0,0,0,0.029475
"2019-11-09 00:00:00",0,0,0,0.03048
"2019-11-10 00:00:00",0,0,0,0.03091
"2019-11-11 00:00:00",0,0,0,0.029715
"2019-11-12 00:00:00",0,0,0,0.03006
"2019-11-13 00:00:00",0,0,0,0.030105
"2019-11-14 00:00:00",0,0,0,0.029464999999999998
"2019-11-15 00:00:00",0,0,0,0.02879
"2019-11-16 00:00:00",0,0,0,0.029150000000000002
"2019-11-17 00:00:00",0,0,0,0.029249999999999998
"2019-11-18 00:00:00",0,0,0,0.028705
"2019-11-19 00:00:00",0,0,0,0.027694999999999997
"2019-11-20 00:00:00",0,0,0,0.027035
"2019-11-21 00:00:00",0,0,0,0.02511
"2019-11-22 00:00:00",0,0,0,0.023955
"2019-11-23 00:00:00",0,0,0,0.023379999999999998
"2019-11-24 00:00:00",0,0,0,0.02141
"2019-11-25 00:00:00",0,0,0,0.021205
"2019-11-26 00:00:00",0,0,0,0.02205
"2019-11-27 00:00:00",0,0,0,0.026885
"2019-11-28 00:00:00",0,0,0,0.026275
"2019-11-29 00:00:00",0,0,0,0.026185
"2019-11-30 00:00:00",0,0,0,0.02548
"2019-12-01 00:00:00",0,0,0,0.02486
"2019-12-02 00:00:00",0,0,0,0.024125
"2019-12-03 00:00:00",0,0,0,0.02417
"2019-12-04 00:00:00",0,0,0,0.02393
"2019-12-05 00:00:00",0,0,0,0.023960000000000002
"2019-12-06 00:00:00",0,0,0,0.02513
"2019-12-07 00:00:00",0,0,0,0.025215
"2019-12-08 00:00:00",0,0,0,0.02669
"2019-12-09 00:00:00",0,0,0,0.026975
"2019-12-10 00:00:00",0,0,0,0.026225
"2019-12-11 00:00:00",0,0,0,0.027405
"2019-12-12 00:00:00",0,0,0,0.026529999999999998
"2019-12-13 00:00:00",0,0,0,0.02607
"2019-12-14 00:00:00",0,0,0,0.02545
"2019-12-15 00:00:00",0,0,0,0.025765
"2019-12-16 00:00:00",0,0,0,0.02659
"2019-12-17 00:00:00",0,0,0,0.024685
"2019-12-18 00:00:00",0,0,0,0.02805
"2019-12-19 00:00:00",0,0,0,0.026345
"2019-12-20 00:00:00",0,0,0,0.02921
"2019-12-21 00:00:00",0,0,0,0.029249999999999998
"2019-12-22 00:00:00",0,0,0,0.029995
"2019-12-23 00:00:00",0,0,0,0.028354999999999998
"2019-12-24 00:00:00",0,0,0,0.02908
"2019-12-25 00:00:00",0,0,0,0.02989
"2019-12-26 00:00:00",0,0,0,0.03218
"2019-12-27 00:00:00",0,0,0,0.03496
"2019-12-28 00:00:00",0,0,0,0.034570000000000004
"2019-12-29 00:00:00",0,0,0,0.033670000000000005
"2019-12-30 00:00:00",0,0,0,0.032445
"2019-12-31 00:00:00",0,0,0,0.03107
"2020-01-01 00:00:00",0,0,0,0.03099
"2020-01-02 00:00:00",0,0,0,0.031555
"2020-01-03 00:00:00",0,0,0,0.0338
"2020-01-04 00:00:00",0,0,0,0.034140000000000004
"2020-01-05 00:00:00",0,0,0,0.036285
"2020-01-06 00:00:00",0,0,0,0.037570000000000006
"2020-01-07 00:00:00",0,0,0,0.036275
"2020-01-08 00:00:00",0,0,0,0.03319
"2020-01-09 00:00:00",0,0,0,0.03381
"2020-01-10 00:00:00",0,0,0,0.033460000000000004
"2020-01-11 00:00:00",0,0,0,0.03166
"2020-01-12 00:00:00",0,0,0,0.032645
"2020-01-13 00:00:00",0,0,0,0.032105
"2020-01-14 00:00:00",0,0,0,0.033475000000000005
"2020-01-15 00:00:00",0,0,0,0.035255
"2020-01-16 00:00:00",0,0,0,0.03723
"2020-01-17 00:00:00",0,0,0,0.03758
"2020-01-18 00:00:00",0,0,0,0.03769
"2020-01-19 00:00:00",0,0,0,0.035375000000000004
"2020-01-20 00:00:00",0,2,0,0.035615
"2020-01-21 00:00:00",0,0,0,0.034640000000000004
"2020-01-22 00:00:00",0,0,0,0.03415
"2020-01-23 00:00:00",1,0,0,0.032655
"2020-01-24 00:00:00",0,0,0,0.03381
"2020-01-25 00:00:00",0,0,0,0.033299999999999996
"2020-01-26 00:00:00",0,0,0,0.03536
"2020-01-27 00:00:00",,,,0.03591
"2020-01-28 00:00:00",0,0,0,0.036489999999999995
"2020-01-29 00:00:00",,,,0.035519999999999996
"2020-01-30 00:00:00",,,,0.036205
"2020-01-31 00:00:00",0,0,0,0.035455
"2020-02-01 00:00:00",,,,0.035665
"2020-02-02 00:00:00",,,,0.03687
"2020-02-03 00:00:00",0,0,0,0.038275
"2020-02-04 00:00:00",0,0,0,0.040865
"2020-02-05 00:00:00",0,0,0,0.046085
"2020-02-06 00:00:00",0,0,0,0.04605
"2020-02-07 00:00:00",0,0,0,0.048845
"2020-02-08 00:00:00",0,0,0,0.054685
"2020-02-09 00:00:00",0,0,0,0.06373999999999999
"2020-02-10 00:00:00",0,0,0,0.059295
"2020-02-11 00:00:00",0,0,0,0.06418499999999999
"2020-02-12 00:00:00",0,0,0,0.064885
"2020-02-13 00:00:00",0,0,0,0.060785
"2020-02-14 00:00:00",0,0,0,0.06133
"2020-02-15 00:00:00",0,0,0,0.060025
"2020-02-16 00:00:00",0,0,0,0.05514
"2020-02-17 00:00:00",0,0,0,0.05322
"2020-02-18 00:00:00",0,0,0,0.064355
"2020-02-19 00:00:00",0,0,0,0.060160000000000005
"2020-02-20 00:00:00",0,0,0,0.05799
"2020-02-21 00:00:00",1,2,0,0.055665
"2020-02-22 00:00:00",0,3,0,0.053434999999999996
"2020-02-23 00:00:00",0,0,0,0.055025000000000004
"2020-02-24 00:00:00",0,0,0,0.053685
"2020-02-25 00:00:00",0,0,0,0.04639
"2020-02-26 00:00:00",0,0,0,0.039135
"2020-02-27 00:00:00",0,0,0,0.03974
"2020-02-28 00:00:00",0,0,0,0.04072
